normalized_price,Author,date_of_birth,Currency,hasAfter,circleOf,mannerOf,hasFollowers,sale_date,Sign,Technique,Material,Nazi,Framed,square_m,ExhibitedNum,ProvenanceNum,LiteratureNum,CataloguingLength,City,century,nationality,sex,style,repeat_sale,feature1,feature2,day_of_week,month,isUntitled,isNumbered,normalized_estimateto,log_normalized_price,log_normalized_estimateto
1.0739e+06,Damien Hirst,1965,USD,0,0,0,0,2012-09-05 00:00:00,1,enamel,canvas,0,0,4.511,1,1,0,0,new york,21,English,M,installation,1,coeval,�,Wednesday,5,0,0,1.11352e+06,13.8868,13.923
1.6036e+06,Roy Lichtenstein,1923,GBP,1,0,0,0,2007-08-02 00:00:00,1,oil,canvas,0,0,0.0619,1,5,1,2654,london,20,American,M,pop-art,1,�,�,Thursday,2,0,0,558547,14.2878,13.2331
86558.9,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2012-06-21 00:00:00,1,pastel,paper,0,0,0.1206,0,1,2,0,london,19,French,M,impressionism,1,�,�,Thursday,6,0,0,86471.1,11.3686,11.3676
66759.9,Maurice de Vlaminck,1876,GBP,1,0,0,0,2005-08-02 00:00:00,1,oil,canvas,0,0,0.1549,0,1,0,189,london,20,French,M,fauvism,1,�,�,Tuesday,2,0,0,40663.8,11.1089,10.6131
247922,Marc Chagall,1887,USD,1,0,0,0,2012-08-11 00:00:00,1,oil,canvas,0,0,0.0418,0,4,0,2071,new york,20,Jew,M,modernism,1,migrant,�,Thursday,11,0,0,222704,12.4209,12.3136
3178.96,Damien Hirst,1965,GBP,0,0,0,0,2011-04-19 00:00:00,1,etching,paper,0,0,0.0425,0,0,0,0,london,21,English,M,installation,1,coeval,�,Tuesday,4,0,1,3677.52,8.06431,8.20999
13073.4,Henri de Toulouse-Lautrec,1864,GBP,1,0,0,0,2013-03-20 00:00:00,0,lithograph,board,0,1,0.1891,0,0,0,0,london,19,French,M,post-impressionism,1,earl,disabled,Wednesday,3,0,0,8522.27,9.47833,9.05044
3.0228e+07,Andy Warhol,1928,USD,0,0,0,0,2012-11-14 00:00:00,1,ink,canvas,0,0,1.2234,7,7,2,12612,new york,20,American,M,pop-art,1,homosexual,�,Wednesday,11,0,0,2.22704e+07,17.2243,16.9188
706088,George Wesley Bellows,1882,USD,0,0,0,0,2006-05-25 00:00:00,1,oil,panel,0,0,0.1887,3,3,1,2694,new york,20,American,M,realism,0,�,�,Thursday,5,0,0,443868,13.4675,13.0033
9634.71,Pierre Bonnard,1867,GBP,1,0,0,0,2000-06-20 00:00:00,1,lithograph,paper,0,0,0.0638,0,0,1,0,london,20,French,M,nabism,1,�,�,Tuesday,6,0,1,4227.36,9.17313,8.34933
196820,Giovanni Segantini,1858,GBP,0,0,0,0,2000-10-27 00:00:00,0,oil,canvas,0,0,0.4609,0,2,0,3699,london,19,Italian,M,symbolism,0,migrant,�,Friday,10,0,0,192153,12.19,12.166
4801.33,Andre Derain,1880,GBP,0,0,0,0,2002-05-12 00:00:00,1,ink,paper,0,0,0.0745,0,0,0,0,london,20,French,M,fauvism,1,�,�,Thursday,12,0,0,2759.31,8.47665,7.92274
361780,Pierre-Auguste Renoir,1841,USD,0,0,0,0,2015-11-13 00:00:00,1,oil,canvas,0,0,0.0803,1,7,2,2491,new york,19,French,M,impressionism,1,�,�,Friday,11,0,0,377526,12.7988,12.8414
406501,Lucio Fontana,1899,USD,1,0,0,0,2007-05-17 00:00:00,1,oil,canvas,0,0,0.1742,0,2,1,0,new york,20,Italian,M,abstractionism,0,migrant,�,Thursday,5,0,0,369906,12.9153,12.821
487225,Sir Peter Paul Rubens,1577,GBP,1,1,1,1,2014-09-07 00:00:00,0,oil,panel,0,0,0.122,0,1,0,4608,london,17,Netherlander,M,baroque,1,�,�,Wednesday,7,0,0,209656,13.0965,12.2532
1.75841e+06,Rene Magritte,1898,GBP,1,0,0,0,2008-06-24 00:00:00,1,oil,canvas,0,0,0.4005,1,1,1,2624,london,20,Belgian,M,surrealism,1,�,�,Tuesday,6,0,0,768424,14.3799,13.5521
152040,Maurice de Vlaminck,1876,GBP,1,0,0,0,2006-07-02 00:00:00,1,oil,canvas,0,0,0.4471,1,2,1,189,london,20,French,M,fauvism,1,�,�,Tuesday,2,0,0,106689,11.9319,11.5777
706088,Giorgio de Chirico,1888,USD,1,0,0,0,2006-09-11 00:00:00,1,oil,board,0,0,0.3513,0,3,0,87,new york,20,Italian,M,metaphysical art,1,�,�,Thursday,11,0,0,190229,13.4675,12.156
332146,Marc Chagall,1887,USD,1,0,0,0,2015-05-15 00:00:00,1,ink,paper,0,0,0.2177,2,4,0,68,new york,20,Jew,M,modernism,1,migrant,�,Friday,5,0,0,377526,12.7133,12.8414
917450,Pierre-Auguste Renoir,1841,USD,0,0,0,0,2006-03-05 00:00:00,1,oil,canvas,0,0,0.1337,0,3,0,4738,new york,19,French,M,impressionism,1,�,�,Wednesday,5,0,0,824326,13.7294,13.6223
157399,Ed Ruscha,1937,USD,0,0,0,0,2019-09-27 00:00:00,1,print,paper,0,0,0.3328,0,2,1,1763,new york,20,American,M,pop-art,1,coeval,�,Friday,9,0,1,120000,11.9665,11.6952
33324.6,Jean-Michel Basquiat,1960,USD,1,0,0,0,2004-12-05 00:00:00,1,ink,paper,0,0,0.4258,0,3,0,0,new york,20,Afro-American,M,neo-expressionism,1,�,�,Wednesday,5,0,0,29777.5,10.414,10.3015
440376,Alberto Giacometti,1901,USD,0,0,0,0,2007-10-05 00:00:00,1,pencil,paper,0,0,0.2354,0,2,0,3566,new york,20,Swiss,M,expressionism,1,sculptor,�,Thursday,5,0,0,197283,12.9954,12.1924
1.1161e+06,Norman Rockwell,1894,USD,1,0,0,0,2019-11-20 00:00:00,1,oil,canvas,0,0,0.4606,1,2,2,5154,new york,20,American,M,realism,1,�,�,Wednesday,11,0,0,1.5e+06,13.9254,14.221
143855,Maurice de Vlaminck,1876,USD,1,0,0,0,2005-05-05 00:00:00,1,oil,canvas,0,0,0.5244,0,0,0,210,new york,20,French,M,fauvism,1,�,�,Thursday,5,0,0,157093,11.8766,11.9646
33036.8,George Stubbs,1724,GBP,1,1,1,1,2001-04-06 00:00:00,1,engraving,board,0,0,0.291,0,0,0,0,london,18,English,M,realism,1,self-taught,scientist,Monday,6,0,0,28030.7,10.4054,10.2411
3484.17,Kees van Dongen,1877,EUR,1,0,0,0,2005-06-14 00:00:00,1,lithograph,board,0,0,0.0871,0,0,0,0,amsterdam,20,Netherlander,M,fauvism,1,migrant,�,Tuesday,6,0,1,3064.35,8.15599,8.02759
856492,Marc Chagall,1887,USD,1,0,0,0,2002-07-11 00:00:00,1,oil,panel,0,0,0.412,0,1,0,3410,new york,20,Jew,M,modernism,1,migrant,�,Thursday,11,0,0,639588,13.6606,13.3686
38013.3,Lyonel Feininger,1871,USD,0,0,0,0,2003-08-05 00:00:00,1,ink,paper,0,0,0.0532,3,1,0,0,new york,20,German,M,cubism,1,migrant,�,Thursday,5,0,0,27795.1,10.5457,10.2326
489573,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2005-08-02 00:00:00,1,oil,canvas,0,0,0.1575,3,5,1,2447,london,19,French,M,impressionism,1,�,�,Tuesday,2,0,0,423581,13.1013,12.9565
74172.5,Tom Wesselmann,1931,USD,0,0,0,0,2014-11-13 00:00:00,1,graphite,paper,0,0,0.1011,0,6,1,0,new york,20,American,M,pop-art,1,�,�,Thursday,11,0,0,37797.4,11.2141,10.54
79984,Jean-Michel Basquiat,1960,GBP,1,0,0,0,1999-06-29 00:00:00,0,oil,board,0,0,0.4594,0,1,0,2383,london,20,Afro-American,M,neo-expressionism,1,�,�,Tuesday,6,0,0,59592.5,11.2896,10.9953
403313,Georges Seurat,1859,GBP,0,1,0,0,2020-06-02 00:00:00,0,oil,panel,0,0,0.0372,0,3,2,1700,london,19,French,M,neo-impressionism,1,�,�,Thursday,2,0,0,362393,12.9075,12.8005
639437,Henri Matisse,1869,USD,1,0,0,0,2013-05-11 00:00:00,1,charcoal,paper,0,0,0.2497,0,4,0,2877,new york,20,French,M,fauvism,1,�,�,Tuesday,11,0,0,658467,13.3683,13.3977
314797,Ernst Ludwig Kirchner,1880,USD,0,0,0,0,2019-12-11 00:00:00,0,pastel,paper,0,0,0.1494,2,4,0,2303,new york,20,German,M,expressionism,1,suicide,�,Tuesday,11,0,0,300000,12.6597,12.6115
1.58421e+06,Joan Miro,1893,GBP,0,0,0,0,2015-04-02 00:00:00,1,gouache,board,0,0,0.7986,3,7,4,6070,london,20,Catalonian,M,abstractionism,1,migrant,�,Wednesday,2,1,0,2.09407e+06,14.2756,14.5546
116126,Egon Schiele,1890,GBP,1,0,0,1,2013-07-02 00:00:00,1,charcoal,paper,0,0,0.045,0,4,0,245,london,20,Austrian,M,expressionism,1,�,�,Thursday,2,0,0,63917.1,11.6624,11.0653
4.87817e+06,Ernst Ludwig Kirchner,1880,GBP,0,0,0,0,2014-06-24 00:00:00,0,oil,canvas,0,0,0.6881,5,3,2,7087,london,20,German,M,expressionism,1,suicide,�,Tuesday,6,0,0,4.19312e+06,15.4003,15.249
358653,Willem de Kooning,1904,USD,0,0,0,0,2004-12-05 00:00:00,1,oil,paper,0,0,0.3839,1,2,1,0,new york,20,Netherlander,M,abstract expressionism,1,migrant,�,Wednesday,5,0,0,406056,12.7901,12.9142
99484.3,Willem de Kooning,1904,GBP,0,0,0,0,2016-12-02 00:00:00,1,oil,paper,0,0,0.1113,0,2,0,0,london,20,Netherlander,M,abstract expressionism,1,migrant,�,Friday,2,1,0,27573.1,11.5078,10.2246
12980.8,Tom Wesselmann,1931,USD,0,0,0,0,2000-07-11 00:00:00,1,pencil,board,0,0,0.0469,0,0,0,0,new york,20,American,M,pop-art,1,�,�,Tuesday,11,0,1,10392.6,9.47123,9.24885
409131,Damien Hirst,1965,USD,0,0,0,0,2002-05-14 00:00:00,1,etching,canvas,0,0,5.2955,0,2,1,0,new york,21,English,M,installation,1,coeval,�,Tuesday,5,0,0,426392,12.9218,12.9631
571881,Kees van Dongen,1877,GBP,1,0,0,0,2005-06-22 00:00:00,1,oil,canvas,0,0,0.7323,3,5,0,609,london,20,Netherlander,M,fauvism,1,migrant,�,Wednesday,6,0,0,423581,13.2567,12.9565
232653,Wassily Kandinsky,1866,GBP,1,0,0,0,2009-06-24 00:00:00,1,watercolor,paper,0,0,0.0765,4,2,2,0,london,20,Russian,M,abstractionism,1,migrant,�,Wednesday,6,0,0,185080,12.3573,12.1285
1.20334e+06,Ed Ruscha,1937,USD,0,0,0,0,2018-11-16 00:00:00,1,acrylic,canvas,0,0,1.4942,4,4,2,3863,new york,20,American,M,pop-art,1,coeval,�,Friday,11,0,0,1.22175e+06,14.0006,14.0158
6.91991e+06,Andy Warhol,1928,USD,0,0,0,0,2018-11-15 00:00:00,1,ink,linen,0,0,1.7445,3,6,6,9546,new york,20,American,M,pop-art,1,homosexual,�,Thursday,11,0,0,6.10873e+06,15.7499,15.6252
2.99051e+06,Zeng Fanzhi,1964,GBP,0,0,0,0,2011-06-28 00:00:00,1,oil,canvas,0,0,1.9283,0,2,1,6679,london,21,Chinese,M,expressionism,1,coeval,�,Tuesday,6,0,1,1.02971e+06,14.911,13.8448
391413,Pierre Bonnard,1867,USD,1,0,0,0,2015-05-15 00:00:00,1,oil,canvas,0,0,0.0889,4,5,2,1695,new york,20,French,M,nabism,1,�,�,Friday,5,0,0,377526,12.8775,12.8414
164076,Egon Schiele,1890,GBP,1,0,0,1,1999-07-10 00:00:00,0,pastel,paper,0,0,0.0039,0,1,1,510,london,20,Austrian,M,expressionism,1,�,�,Thursday,10,0,0,47674,12.0081,10.7721
718237,Claude Monet,1840,USD,1,0,1,1,2014-06-11 00:00:00,1,oil,canvas,0,0,0.4355,2,8,4,4017,new york,19,French,M,impressionism,1,�,�,Thursday,11,0,0,863940,13.4846,13.6693
10954.1,Fernand Leger,1881,GBP,1,0,0,0,2010-09-15 00:00:00,1,ink,paper,0,0,0.2691,0,0,0,0,london,20,French,M,cubism,1,communist,�,Wednesday,9,0,1,6828.5,9.30147,8.82886
6.9593e+06,Vincent van Gogh,1853,USD,0,0,1,0,2003-04-11 00:00:00,1,oil,canvas,0,0,0.046,3,7,14,9473,new york,19,Netherlander,M,post-impressionism,1,migrant,�,Tuesday,11,0,0,5.55903e+06,15.7556,15.5309
3.46138e+06,Richard Diebenkorn,1922,USD,0,0,0,0,2008-11-13 00:00:00,1,oil,canvas,0,0,1.544,3,5,3,6924,new york,20,American,M,abstract expressionism,0,�,�,Thursday,11,0,0,4.74973e+06,15.0572,15.3736
1.25638e+07,Ernst Ludwig Kirchner,1880,GBP,0,0,0,0,2006-06-02 00:00:00,1,oil,canvas,0,0,1.5768,4,4,2,7604,london,20,German,M,expressionism,1,suicide,�,Monday,2,0,0,8.20687e+06,16.3463,15.9205
969674,Marc Chagall,1887,USD,1,0,0,0,2010-04-11 00:00:00,1,oil,canvas,0,0,0.1352,1,4,0,915,new york,20,Jew,M,modernism,1,migrant,�,Thursday,11,0,0,468977,13.7847,13.0583
289986,Marc Chagall,1887,GBP,1,0,0,0,2003-06-02 00:00:00,1,pastel,paper,0,0,0.2912,0,1,0,2070,london,20,Jew,M,modernism,1,migrant,�,Thursday,2,0,0,269806,12.5776,12.5055
1.73331e+06,Giorgio de Chirico,1888,GBP,1,0,0,0,2012-11-10 00:00:00,1,oil,canvas,0,0,0.4282,21,2,16,10247,london,20,Italian,M,metaphysical art,1,�,�,Thursday,10,0,0,1.72942e+06,14.3655,14.3633
1.0844e+06,Giorgio de Chirico,1888,GBP,1,0,0,0,2009-06-24 00:00:00,1,oil,canvas,0,0,0.1907,1,3,1,1466,london,20,Italian,M,metaphysical art,1,�,�,Wednesday,6,0,0,462700,13.8965,13.0448
272854,Wassily Kandinsky,1866,GBP,1,0,0,0,2006-06-21 00:00:00,0,oil,board,0,0,0.0682,2,1,1,0,london,20,Russian,M,abstractionism,1,migrant,�,Wednesday,6,0,0,131310,12.5167,11.7853
172565,Jean-Michel Basquiat,1960,GBP,1,0,0,0,2008-01-07 00:00:00,0,oil,paper,0,0,0.1919,0,4,0,0,london,20,Afro-American,M,neo-expressionism,1,�,�,Tuesday,7,1,0,107579,12.0585,11.586
14085.5,Francis Bacon,1909,GBP,1,0,0,0,2009-09-17 00:00:00,1,ink,panel,0,1,0.335,0,0,0,0,london,20,English,M,expressionism,1,self-taught,homosexual,Thursday,9,0,1,7711.66,9.5529,8.95049
50812.6,Donald Judd,1928,USD,0,0,0,0,2007-05-17 00:00:00,1,graphite,paper,0,0,0.4427,1,2,0,0,new york,20,American,M,minimalism,1,sculptor,�,Thursday,5,0,0,22194.4,10.8359,10.0076
6063.19,Fernand Leger,1881,GBP,1,0,0,0,2008-02-04 00:00:00,1,ink,paper,0,0,0.2295,0,0,0,0,london,20,French,M,cubism,1,communist,�,Wednesday,4,0,0,4610.54,8.70999,8.4361
1.4404e+07,Pablo Picasso,1881,GBP,1,0,0,0,2013-06-02 00:00:00,1,oil,canvas,0,0,1.6611,1,4,2,9534,london,20,Spaniard,M,cubism,1,migrant,�,Wednesday,2,0,0,7.1019e+06,16.483,15.7759
351393,Edvard Munch,1863,GBP,0,0,0,0,2011-03-29 00:00:00,1,woodcut,paper,0,1,0.0478,0,0,0,1903,london,19,Norwegian,M,expressionism,1,�,�,Tuesday,3,0,0,176521,12.7697,12.0812
12636.7,Alexander Calder,1898,USD,1,0,0,0,2002-09-26 00:00:00,0,ink,paper,0,0,0.115,0,3,1,533,new york,20,American,M,abstractionism,1,sculptor,�,Thursday,9,0,0,17055.7,9.44436,9.74424
91071.1,Jean-Michel Basquiat,1960,USD,1,0,0,0,2008-01-04 00:00:00,1,acrylic,paper,0,0,0.0697,0,2,0,0,new york,20,Afro-American,M,neo-expressionism,1,�,�,Tuesday,4,1,0,47497.3,11.4194,10.7684
2.19126e+06,Pieter Brueghel II,1564,GBP,1,1,1,1,2004-08-12 00:00:00,1,oil,panel,0,0,0.2123,1,3,2,4526,london,17,Netherlander,M,renaissance,1,�,�,Wednesday,12,0,0,1.05108e+06,14.6,13.8653
18445,Franz Kline,1910,USD,0,0,0,0,2001-11-13 00:00:00,0,ink,paper,0,0,0.0388,0,3,0,0,new york,20,American,M,abstract expressionism,1,�,�,Tuesday,11,1,0,25989.3,9.82255,10.1654
287695,Henri Matisse,1869,USD,1,0,0,0,2015-05-15 00:00:00,1,watercolor,paper,0,0,0.0382,2,4,1,3111,new york,20,French,M,fauvism,1,�,�,Friday,5,0,0,377526,12.5697,12.8414
283870,Sir Lawrence Alma-Tadema,1836,USD,1,1,1,0,2002-10-30 00:00:00,1,oil,canvas,0,0,0.9439,7,8,15,2372,new york,19,Netherlander,M,academicism,1,migrant,�,Wednesday,10,0,0,426392,12.5563,12.9631
1263.07,Andy Warhol,1928,GBP,0,0,0,0,2013-09-19 00:00:00,0,lithograph,paper,0,0,0.1479,0,0,0,0,london,20,American,M,pop-art,1,homosexual,�,Thursday,9,0,0,1420.38,7.1413,7.25868
332626,Thomas Moran,1837,USD,0,0,0,0,2004-05-18 00:00:00,1,oil,canvas,0,0,0.3903,0,1,0,1209,new york,19,American,M,romanticism,1,�,�,Tuesday,5,0,0,243634,12.7148,12.4034
343415,Pierre-Auguste Renoir,1841,USD,0,0,0,0,2019-12-11 00:00:00,1,oil,canvas,0,0,0.0628,1,8,0,2439,new york,19,French,M,impressionism,1,�,�,Tuesday,11,0,0,400000,12.7467,12.8992
8.41552e+06,Lucian Freud,1922,USD,0,0,0,0,2005-11-05 00:00:00,0,oil,canvas,0,0,0.3048,2,1,1,7058,new york,20,German,M,expressionism,1,�,�,Wednesday,5,0,0,7.85463e+06,15.9456,15.8766
874386,Ed Ruscha,1937,USD,0,0,0,0,2002-11-13 00:00:00,1,acrylic,canvas,0,0,3.2584,1,3,0,2383,new york,20,American,M,pop-art,1,coeval,�,Wednesday,11,0,0,852784,13.6813,13.6563
206586,Gustav Klimt,1862,GBP,0,0,0,0,2001-11-10 00:00:00,1,pencil,paper,0,0,0.1655,0,1,1,1246,london,19,Austrian,M,modern,1,�,�,Thursday,10,0,0,112123,12.2385,11.6274
36495.6,Maurice de Vlaminck,1876,GBP,1,0,0,0,2007-08-02 00:00:00,1,ink,card,0,0,0.2581,0,1,0,188,london,20,French,M,fauvism,1,�,�,Thursday,2,0,0,23937.8,10.5049,10.0832
1.64909e+06,Camille Pissarro,1830,USD,1,1,0,0,2006-08-11 00:00:00,1,oil,canvas,0,0,0.2593,1,4,4,3132,new york,19,French,M,impressionism,1,�,�,Wednesday,11,0,0,1.90229e+06,14.3157,14.4586
215578,Joan Miro,1893,GBP,0,0,0,0,2013-07-02 00:00:00,1,oil,panel,0,0,0.0452,2,5,1,64,london,20,Catalonian,M,abstractionism,1,migrant,�,Thursday,2,0,0,113630,12.2811,11.6407
426135,Henri Matisse,1869,GBP,1,0,0,0,2004-02-02 00:00:00,1,ink,board,0,0,0.1903,0,4,2,1601,london,20,French,M,fauvism,1,�,�,Monday,2,0,0,350362,12.9625,12.7667
380916,Pierre Bonnard,1867,USD,1,0,0,0,2006-08-11 00:00:00,1,oil,canvas,0,0,0.0929,0,1,1,0,new york,20,French,M,nabism,1,�,�,Wednesday,11,0,0,253639,12.8503,12.4437
8.42884e+06,Andy Warhol,1928,USD,0,0,0,0,2008-05-13 00:00:00,0,ink,canvas,0,0,7.9906,3,4,0,4721,new york,20,American,M,pop-art,1,homosexual,�,Tuesday,5,0,0,7.71832e+06,15.9472,15.8591
5968.37,Peter Doig,1959,GBP,0,0,0,0,2002-06-28 00:00:00,1,print,board,0,0,0.6839,0,0,0,0,london,21,Scottish,M,magical realism,1,coeval,�,Friday,6,1,0,5518.62,8.69423,8.61588
1.41229e+06,Henri de Toulouse-Lautrec,1864,USD,1,0,0,0,2000-08-11 00:00:00,0,oil,canvas,0,0,0.2543,2,6,3,705,new york,19,French,M,post-impressionism,1,earl,disabled,Wednesday,11,0,0,1.78158e+06,14.1607,14.393
591390,Marc Chagall,1887,USD,1,0,0,0,2016-05-13 00:00:00,1,oil,paper,0,0,0.2939,0,1,0,2311,new york,20,Jew,M,modernism,1,migrant,�,Friday,5,0,0,639124,13.2902,13.3679
1.85829e+06,Willem de Kooning,1904,USD,0,0,0,0,2015-05-14 00:00:00,1,oil,paper,0,0,0.7701,4,3,3,4828,new york,20,Netherlander,M,abstract expressionism,1,migrant,�,Thursday,5,1,0,970781,14.4352,13.7859
244935,Tom Wesselmann,1931,USD,0,0,0,0,2010-11-11 00:00:00,1,graphite,paper,0,0,2.6013,0,2,0,0,new york,20,American,M,pop-art,1,�,�,Thursday,11,0,0,234488,12.4087,12.3652
9.3153e+06,Marc Chagall,1887,USD,1,0,0,0,2016-11-16 00:00:00,1,oil,canvas,0,0,1.8533,4,4,0,8660,new york,20,Jew,M,modernism,1,migrant,�,Wednesday,11,0,0,1.06521e+07,16.0472,16.1813
433231,Henri Matisse,1869,GBP,1,0,0,0,2014-06-25 00:00:00,1,ink,paper,0,0,0.0957,0,2,1,3529,london,20,French,M,fauvism,1,�,�,Wednesday,6,0,0,489197,12.979,13.1005
12877.7,Edgar Degas,1834,EUR,1,0,0,1,2017-03-23 00:00:00,1,ink,paper,0,0,0.0728,0,5,0,90,paris,19,French,M,impressionism,1,�,�,Thursday,3,0,0,14648.6,9.46325,9.5921
70415.7,Giorgio de Chirico,1888,GBP,1,0,0,0,2009-06-24 00:00:00,1,oil,board,0,0,0.0506,2,5,0,76,london,20,Italian,M,metaphysical art,1,�,�,Wednesday,6,0,0,46270,11.1622,10.7422
75795.4,Damien Hirst,1965,GBP,0,0,0,0,2001-09-02 00:00:00,1,print,paper,0,0,1.5484,0,1,0,0,london,21,English,M,installation,1,coeval,�,Friday,2,0,0,56061.5,11.2358,10.9342
25756.1,Max Ernst,1891,USD,1,0,0,0,2019-05-14 00:00:00,1,pencil,paper,0,0,0.0574,0,4,0,183,new york,20,German,M,dadaism,1,migrant,�,Tuesday,5,0,0,8000,10.1564,8.9872
1.06332e+06,Henri de Toulouse-Lautrec,1864,GBP,1,0,0,0,2013-06-18 00:00:00,1,oil,board,0,0,0.3552,5,6,3,2755,london,19,French,M,post-impressionism,1,earl,disabled,Tuesday,6,0,0,1.1363e+06,13.8769,13.9433
274986,Pablo Picasso,1881,GBP,1,0,0,0,2020-06-02 00:00:00,1,ink,paper,0,0,0.1202,0,7,0,2594,london,20,Spaniard,M,cubism,1,migrant,�,Thursday,2,0,0,388278,12.5245,12.8695
56580.4,Willem de Kooning,1904,GBP,0,0,0,0,2003-06-27 00:00:00,0,graphite,paper,0,0,0.0994,0,4,0,0,london,20,Netherlander,M,abstract expressionism,1,migrant,�,Friday,6,1,0,53961.2,10.9434,10.896
1471.42,Ed Ruscha,1937,GBP,0,0,0,0,2006-10-25 00:00:00,1,print,paper,0,1,0.5469,0,0,0,0,london,20,American,M,pop-art,1,coeval,�,Wednesday,10,0,1,1313.1,7.29398,7.18015
12566.4,Giorgio de Chirico,1888,GBP,1,0,0,0,2010-06-24 00:00:00,1,ink,card,0,0,0.0798,0,2,1,0,london,20,Italian,M,metaphysical art,1,�,�,Thursday,6,0,0,10622.1,9.43878,9.27069
23629.3,Philip Guston,1913,GBP,0,0,0,0,2005-06-04 00:00:00,1,ink,paper,0,0,0.0308,0,1,0,0,london,20,American,M,abstract expressionism,1,�,�,Wednesday,4,1,0,5082.97,10.0702,8.53365
599561,Jean-Michel Basquiat,1960,USD,1,0,0,0,2014-05-14 00:00:00,0,charcoal,paper,0,0,0.4161,0,3,0,80,new york,20,Afro-American,M,neo-expressionism,1,�,�,Wednesday,5,1,0,323978,13.304,12.6884
43633,Edgar Degas,1834,GBP,1,0,0,1,2002-03-21 00:00:00,1,pencil,paper,0,0,0.0463,0,3,0,668,london,19,French,M,impressionism,1,�,�,Thursday,3,0,1,22074.5,10.6836,10.0022
263219,Edgar Degas,1834,USD,1,0,0,1,2004-04-11 00:00:00,1,charcoal,board,0,0,0.2705,0,5,0,8480,new york,19,French,M,impressionism,1,�,�,Thursday,11,0,0,135352,12.4807,11.8156
1.40495e+07,Robert Ryman,1930,USD,0,0,0,0,2014-12-11 00:00:00,1,oil,linen,0,0,3.5303,1,4,5,0,new york,20,American,M,minimalism,1,�,�,Wednesday,11,0,0,1.29591e+07,16.4581,16.3773
13486.4,Camille Pissarro,1830,USD,1,1,0,0,2005-02-22 00:00:00,1,chalk,paper,0,0,0.0758,0,1,0,66,new york,19,French,M,impressionism,1,�,�,Tuesday,2,0,0,7854.63,9.50944,8.96886
22905.4,Damien Hirst,1965,GBP,0,0,0,0,2008-02-04 00:00:00,1,lithograph,paper,0,0,1.5625,0,0,0,0,london,21,English,M,installation,1,coeval,�,Wednesday,4,0,1,9221.09,10.0391,9.12925
100147,Alberto Giacometti,1901,GBP,0,0,0,0,2005-10-02 00:00:00,0,ink,paper,0,0,0.0254,0,3,0,576,london,20,Swiss,M,expressionism,1,sculptor,�,Thursday,2,0,0,33886.5,11.5144,10.4308
1412.82,Max Ernst,1891,GBP,1,0,0,0,2011-11-16 00:00:00,1,lithograph,paper,0,1,0.0466,0,0,0,0,london,20,German,M,dadaism,1,migrant,�,Wednesday,11,0,1,1176.81,7.25334,7.07056
35286.5,Alexander Calder,1898,USD,1,0,0,0,2007-10-09 00:00:00,1,ink,paper,0,0,0.1825,0,2,0,109,new york,20,American,M,abstractionism,1,sculptor,�,Monday,9,1,0,22194.4,10.4713,10.0076
57903.1,Giorgio de Chirico,1888,GBP,1,0,0,0,2014-06-27 00:00:00,1,oil,board,0,0,0.1194,0,1,0,139,london,20,Italian,M,metaphysical art,1,�,�,Friday,6,0,0,48919.7,10.9665,10.7979
226459,Joan Mitchell,1926,USD,0,0,0,0,2006-10-05 00:00:00,1,oil,canvas,0,0,0.0943,0,3,0,0,new york,20,American,F,abstract expressionism,0,migrant,�,Wednesday,5,1,0,88773.6,12.3303,11.3938
7.19053e+06,Jean-Michel Basquiat,1960,USD,1,0,0,0,2013-05-15 00:00:00,0,oil,paper,0,0,0.4258,0,6,0,6574,new york,20,Afro-American,M,neo-expressionism,1,�,�,Wednesday,5,0,0,1.64617e+06,15.7883,14.314
4564.86,Henri de Toulouse-Lautrec,1864,GBP,1,0,0,0,1999-12-16 00:00:00,0,lithograph,paper,0,0,0.0697,0,0,0,0,london,19,French,M,post-impressionism,1,earl,disabled,Thursday,12,0,0,794.56,8.42614,6.67779
197135,Henri Matisse,1869,EUR,1,0,0,0,2015-03-26 00:00:00,1,charcoal,paper,0,0,0.1854,1,2,2,61,paris,20,French,M,fauvism,1,�,�,Thursday,3,0,0,151494,12.1916,11.9283
1.9603e+06,Pablo Picasso,1881,GBP,1,0,0,0,2018-02-27 00:00:00,1,ink,paper,0,0,0.3297,1,6,2,3598,london,20,Spaniard,M,cubism,1,migrant,�,Tuesday,2,0,0,1.58126e+06,14.4886,14.2737
162318,Paul Signac,1863,USD,1,0,0,0,2007-07-11 00:00:00,1,watercolor,board,0,0,0.1189,0,2,0,0,new york,19,French,M,neo-impressionism,1,�,�,Wednesday,11,0,0,49320.8,11.9973,10.8061
22936.2,Georges Braque,1882,USD,1,0,0,0,2007-07-11 00:00:00,1,ink,paper,0,0,0.0388,0,2,0,0,new york,20,French,M,cubism,1,�,�,Wednesday,11,0,0,24660.4,10.0405,10.113
31355.9,Donald Judd,1928,USD,0,0,0,0,2006-09-13 00:00:00,1,graphite,paper,0,0,0.4187,0,2,0,0,new york,20,American,M,minimalism,1,sculptor,�,Wednesday,9,1,0,19022.9,10.3532,9.8534
